"site_name","url","question","answer","category","internal_link","link"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Do Adobe Acrobat mobile apps support enterprise mobility management (EMM)?","Yes. Adobe is committed to helping enterprise customers meet the demand for mobile business productivity solutions while safeguarding enterprise security and compliance. The Acrobat Reader and Acrobat Sign mobile apps both support the Android for Work EMM platform, and Adobe Acrobat Reader for Microsoft Intune is available for iOS and Android. Acrobat Reader also supports the AppConfig platform. Learn more about IT resources.","Acrobat on mobile","1","Your company's favorite way to PDF ? eSign and more with Acrobat for business."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Are all of the features from Acrobat Pro on desktop available in Acrobat Reader for mobile?","No, but the Acrobat Reader mobile app includes essential PDF tools, including the most popular Acrobat features. With Acrobat Reader on Android or iOS devices, you can create, export, fill, sign, organize, and share PDFs with ease. Plus, if you're working on an iPad or Android tablet, you can also edit text and images in a PDF and organize pages. Learn more about the Acrobat Reader mobile app.","Acrobat on mobile","1","Acrobat Reader mobile app, we couldn't find that page."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Are there deployment options for Acrobat mobile apps?","Yes, Adobe partners with top enterprise mobility management (EMM) platforms for secure deployment. Acrobat Reader mobile app supports Android for Work, Microsoft Intune, and AppConfig. Acrobat Sign mobile app supports Android for Work.","Acrobat on mobile","1","Acrobat Reader mobile app, we couldn't find that page., Adobe Acrobat Sign"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","How do I buy Acrobat?","Acrobat is offered as a subscription purchase. You can buy Acrobat Pro or Acrobat Standard through an annual or month-to-month subscription plan. It includes Acrobat Pro or Standard for your desktop, plus Adobe Acrobat mobile apps and online services. Select a store to order Acrobat products or contact an Adobe Authorized Reseller. To purchase Acrobat for your organization, learn more about Acrobat volume licensing.","Acrobat subscription and purchase","1","Select a store, This site is inaccessible, volume licensing, manage and deploy Adobe products throughout your organization ? at your convenience, on your budget."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","I own a previous version of Acrobat. What's my best option for buying the latest version of Acrobat?","Subscription plans make Acrobat more affordable than ever, while also giving you access to premium Adobe Acrobat online services. See the Acrobat product comparison to review subscription and one-time purchase options. You can also view the Acrobat version comparison to understand how Acrobat differs from previous versions.","Acrobat subscription and purchase","1","Plans and pricing for Adobe Acrobat."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Is there a trial version of Acrobat?","Yes, the trial version includes the latest desktop version of Acrobat Pro for both Mac and Windows, plus Adobe Acrobat online services that help you take advantage of advanced mobile and online features. You can convert documents into PDFs and export them as editable Microsoft Office files from your desktop, mobile device, or browser. Edit text and images on an iPad or Android tablet device and fill, sign, and send forms with smart auto-fill. Plus, you can share PDFs for review, get signatures from others, and track and manage responses from your desktop, mobile device, or online. Read the trial FAQ.","Acrobat subscription and purchase","1","Download and install Acrobat trial, trial FAQ, we couldn't find that page."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Does the trial version of Acrobat include e-signature services?","Yes, the trial version includes the Acrobat Sign tool inside Acrobat Reader, Acrobat Standard, or Acrobat Pro. Acrobat Sign inside Acrobat allows you to get signatures from others, track responses, and archive signed documents.","Acrobat subscription and purchase","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Is Acrobat available as a desktop-only perpetual software license?","Yes, Adobe provides a variety of Acrobat software purchasing options to meet customer requirements. The Acrobat 2020 family of products is available via a perpetual software (desktop only) license that is sold through volume licensing programs such as the Transactional Licensing Program, Cumulative Licensing Program, as well as through retail and e-tail stores via product key cards and digital delivery.","Acrobat subscription and purchase","1","Transactional Licensing Program, Cumulative Licensing Program, Hi, how can we help?"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","My company is interested in purchasing Acrobat in volume. How do I get started?","Contact an Adobe Authorized Reseller, or request a contact from Adobe Enterprise sales.","Acrobat subscription and purchase","1","Plans and pricing for Adobe Acrobat."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What are my options for creating forms in Acrobat?","Acrobat includes three tools that can help you create and enhance fillable PDF forms. The Prepare Form tool in Acrobat is your primary tool. With it, you can easily convert existing forms into fillable PDF ones. Scan a paper form or select a simple form made in Microsoft Word, Excel, or another application. Acrobat automatically recognizes and converts static form fields to fillable ones. You can also add or edit form fields, and add intelligence to make sure you collect all the information you need. Robust form authoring options include buttons, checkboxes, calculations, signatures fields, and required fields. Learn more about fillable PDF forms. The JavaScript tool in Acrobat Pro lets you enhance fillable forms with advanced formatting, calculations, or validations. You can also assign actions to buttons and connect form fields to company databases. The Fill & Sign tool, powered by Adobe Acrobat Sign - which is available with Acrobat Pro subscriptions - gives you a quick and easy way to add form and signature fields to a document before requesting signatures from others. Learn more about electronic signatures, or view the tutorial.","Acrobat features and functionality","1","Create PDF forms from scratch, Do business faster with eSign features from Acrobat., Send documents for electronic signature"
"Adobe","https://acrobat.adobe.com/us/en/sign.html","Are you a medium or large business?","Acrobat Sign is our standalone e-signature solution with unlimited seats, robust integrations, industry-ready compliance, and advanced features.","Do business faster with eSign features from Acrobat., PDFs & E-signatures","1","This site is inaccessible"
